title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date
For sale: The Most Affordable Commercial Land Beside Alaro City,Land,Skyview City Epe Lagos,"₦40,000,000",,,,19 Sep 2025,18 Feb 2026
"For sale: 3 Plots Measuring 3,583sqm, 3,719sqm & 3,583sqm",Land,Eko Atlantic Victoria Island Lagos,"₦1,700,000/sqm",,,,29 Sep 2025,18 Feb 2026
"For sale: Land Measuring 800sqm, 900sqm & 1000sqm",Land,Osborne Foreshore Estate Ikoyi Lagos,"₦2,500,000/sqm",,,,29 Sep 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool,House,2nd Toll Gate Chevron Drive Lekki Lagos,"₦480,000,000",5,5,5,28 Jan 2026,18 Feb 2026
For sale: Massive 5 Bedroom Terrace Duplex With Bq,House,Hi Medix Guzape Abuja Phase 1,"₦500,000,000",5,5,6,29 Jan 2026,18 Feb 2026
For sale: Massive 4 Bedroom Terrace Duplex With Bq,House,Diplomatic Zone Katampe Ext. Abuja Phase 2,"₦370,000,000",4,4,5,31 Jan 2026,18 Feb 2026
For sale: Massive 6 Bedroom Detached Duplex With Elevator ( Semi Finished),House,Vio Mabushi Abuja Phase 1,"₦850,000,000",6,6,7,26 Jan 2026,18 Feb 2026
For sale: 4 Bedroom Fully Detached Duplex In Ologolo Lekki,House,Ologolo Lekki Lagos,"₦280,000,000",4,4,5,25 Oct 2025,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex,House,Kado Abuja Phase 2,"₦255,000,000",4,4,5,23 Jan 2026,18 Feb 2026
For sale: Massive 4 Bedroom Semi Detached Duplex With Bq,House,Kado Abuja Phase 2,"₦360,000,000",4,4,5,25 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Apartment With Cinema + Lounge + Swimming Pool,Flat & Apartment,Old Ikoyi Lagos,"₦1,900,000,000",4,4,5,29 Sep 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Detached Duplex With Elevator + Swimming Pool + Cinema,House,Lekki County Homes Estate ( Megamond) Ikota Lekki Lagos,"₦700,000,000",5,5,6,15 Sep 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Detached Duplex With Elevator + Cinema + Pool,House,Diplomatic Zone Katampe Ext. Abuja Phase 2,"₦1,700,000,000",5,5,6,21 Oct 2025,18 Feb 2026
For sale: Massive 4 Bedroom Terrace Duplex With Bq,House,Oniru Market Lekki Phase 1 Lagos,"₦450,000,000",4,4,5,02 Feb 2026,18 Feb 2026
For sale: Luxury 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Arcadia Groove Estate Osapa London Lekki Lagos,"₦2,300,000,000",5,5,6,27 Sep 2025,18 Feb 2026
For sale: 10 Bedroom Fully Detached Duplex On 1020sqm Of Land With C Of O,House,Off Wole Olateju A Series Lekki Phase 1 Lagos,"₦2,500,000,000",10,,,03 Feb 2026,18 Feb 2026
For sale: Affordable 3 Bedroom Terrace Duplex With Bq Carcass,House,Abraham Adesanya Ajah Lagos,"₦85,000,000",3,3,4,27 Sep 2025,18 Feb 2026
For sale: Massive 5 Bedroom Terrace Duplex With Bq,House,Dawaki Abuja Phase 3,"₦230,000,000",5,5,6,13 Sep 2025,18 Feb 2026
"For sale: If You’re A Serious Investor Looking For A Secure, High Value Deal, This One’s Calling Your",Land,Asaba Delta,"₦20,000,000",,,,20 Sep 2025,18 Feb 2026
"For sale: Spacious 5 Bedroom Duplex With A Bq, Pool",House,Chevron Axis Lekki Agungi Lekki Lagos,"₦350,000,000",5,,,25 Nov 2025,18 Feb 2026
For sale: Massive 5 Bedroom Detached Duplex With Bqs,House,Efab Verizon Estate Karsana Abuja Phase 3,"₦550,000,000",5,5,6,19 Aug 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Royal Garden Estate Ajiwe Ajah Lagos,"₦650,000,000",5,5,6,04 Jul 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Detached Duplex,House,Godab Estate Life Camp Abuja Phase 3,"₦430,000,000",4,4,5,02 Jan 2023,18 Feb 2026
For sale: Prelaunch Offer Don’t Miss Investing At Eagle City,Land,"Okeogun, Lekki Epe Expressway, Ibeju Lekki. Ibeju Lekki Lagos","₦30,000,000",,,,27 Mar 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace Duplex With Swimming Pool,House,Old Ikoyi Lagos,"₦1,400,000,000",4,4,5,23 Jul 2025,18 Feb 2026
For sale: Biggest 2 Bedroom Apartment *before Chevron Lekki,Flat & Apartment,Igbo Afon Before Chevron Lekki Lekki Lagos,"₦90,000,000",2,,,15 Jan 2026,18 Feb 2026
For sale: Tastefully Furnished 5 Bedroom Detached Duplex With Cinema + Swimming Pool,House,Arcadia Groove Estate Osapa London Lekki Lagos,"₦1,200,000,000",5,5,6,06 Sep 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Detached Duplex With Bq,House,Orchid Hotel Road Chevron Drive Lekki Lagos,"₦280,000,000",4,4,5,09 Sep 2025,18 Feb 2026
"For sale: Newly Renovated, Well Maintained 3 Bedroom Apartment With Bq",Flat & Apartment,Ikoyi Lagos,"₦680,000,000",3,3,4,15 Oct 2025,18 Feb 2026
"For sale: A Strategically Located Prime 2,300 Sqm Land",Land,Gerard Road Ikoyi Lagos,"₦2,700,000/sqm",,,,13 Nov 2025,12 Feb 2026
For sale: Spacious Fully Serviced 2 Bedroom Apartment For Sale,Flat & Apartment,Osapa London Lekki Lagos,"₦150,000,000",2,,,15 Jan 2026,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment In A Strategic Location,Flat & Apartment,Ologolo Lekki Lagos,"₦140,000,000",2,2,3,09 Jan 2026,18 Feb 2026
For sale: Quintessential 4bedroom Terrace And Bq,House,Lekki Phase 1 Lagos,"₦420,000,000",4,,,16 Feb 2026,18 Feb 2026
For sale: Newly Built 4no 3bedroom Terrace Duplex,House,Okun Ajah Off Lekki Epe Express Way Ajah Lagos,"₦200,000,000",,,,28 Jan 2026,18 Feb 2026
For sale: Massive 5 Bedroom Detached Duplex With Elevator + Cinema + Swimming Pool,House,Hampton Island Lekki Phase 1 Lagos,"₦1,500,000,000",5,5,6,10 Oct 2025,18 Feb 2026
For sale: Fairmont Green And Smart Estate Commercial,Land,Verified Land With Cofo Ibeju Lekki Lagos,"₦40,000,000",,,,17 Apr 2023,18 Feb 2026
For sale: For Sale | 5 Bedroom Detached Duplex With Cinema & Swimming Pool,House,Osapa Lekki Lagos,"₦900,000,000",5,,,18 Jan 2026,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex,House,Jahi Abuja Phase 2,"₦350,000,000",4,4,5,22 Dec 2025,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex,House,Lekki Lagos,"₦240,000,000",5,5,6,09 Dec 2025,18 Feb 2026
For sale: Newly Built 4bedroom Semi Detached Duplex And Bq With Governor Consent,House,Beach View Off Lekki Epe Express Way Okun Ajah Ajah Lagos,"₦250,000,000",,,,28 Jan 2026,18 Feb 2026
For sale: Affordable 4 Bedroom Semi Detached Duplex With Bq,House,Creek Haven Estate Victoria Garden City Lekki Lagos,"₦205,000,000",4,4,5,10 Sep 2025,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex,House,Lekki Lagos,"₦240,000,000",5,5,6,09 Dec 2025,18 Feb 2026
For sale: Tastefully Finished 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Royal Garden Estate Ajiwe Ajah Lagos,"₦650,000,000",5,5,6,04 Jul 2025,18 Feb 2026
For sale: 10 Bedroom Fully Detached Duplex On 1020sqm Of Land With C Of O,House,Off Wole Olateju A Series Lekki Phase 1 Lagos,"₦2,500,000,000",10,,,03 Feb 2026,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Detached Duplex,House,Godab Estate Life Camp Abuja Phase 3,"₦430,000,000",4,4,5,02 Jan 2023,18 Feb 2026
For sale: Affordable 3 Bedroom Terrace Duplex With Bq Carcass,House,Abraham Adesanya Ajah Lagos,"₦85,000,000",3,3,4,27 Sep 2025,18 Feb 2026
For sale: Massive 5 Bedroom Terrace Duplex With Bq,House,Dawaki Abuja Phase 3,"₦230,000,000",5,5,6,13 Sep 2025,18 Feb 2026
"For sale: If You’re A Serious Investor Looking For A Secure, High Value Deal, This One’s Calling Your",Land,Asaba Delta,"₦20,000,000",,,,20 Sep 2025,18 Feb 2026
For sale: For Sale | 5 Bedroom Detached Duplex With Cinema & Swimming Pool,House,Osapa Lekki Lagos,"₦900,000,000",5,,,18 Jan 2026,18 Feb 2026
For sale: Affordable 4 Bedroom Terrace Duplex,House,Jahi Abuja Phase 2,"₦350,000,000",4,4,5,22 Dec 2025,18 Feb 2026
For sale: Massive 5 Bedroom Detached Duplex With Elevator + Cinema + Swimming Pool,House,Hampton Island Lekki Phase 1 Lagos,"₦1,500,000,000",5,5,6,10 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Serviced Apartment With Pool Gym,House,Old Ikoyi Lagos,"$1,300,000",4,4,5,26 Oct 2025,12 Feb 2026
For sale: Fairmont Green And Smart Estate Commercial,Land,Verified Land With Cofo Ibeju Lekki Lagos,"₦40,000,000",,,,17 Apr 2023,18 Feb 2026
For sale: Tastefully Finished 2 Bedroom Apartment In A Strategic Location,Flat & Apartment,Ologolo Lekki Lagos,"₦140,000,000",2,2,3,09 Jan 2026,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex,House,Lekki Lagos,"₦240,000,000",5,5,6,09 Dec 2025,18 Feb 2026
For sale: Quintessential 4bedroom Terrace And Bq,House,Lekki Phase 1 Lagos,"₦420,000,000",4,,,16 Feb 2026,18 Feb 2026
For sale: Newly Built 4no 3bedroom Terrace Duplex,House,Okun Ajah Off Lekki Epe Express Way Ajah Lagos,"₦200,000,000",,,,28 Jan 2026,18 Feb 2026
For sale: Luxury 5 Bedroom Detached Duplex With Swimming Pool + Cinema,House,Arcadia Groove Estate Osapa London Lekki Lagos,"₦2,300,000,000",5,5,6,27 Sep 2025,18 Feb 2026
For sale: Tastefully Furnished 5 Bedroom Detached Duplex With Cinema + Swimming Pool,House,Arcadia Groove Estate Osapa London Lekki Lagos,"₦1,200,000,000",5,5,6,06 Sep 2025,18 Feb 2026
For sale: Tastefully Finished 4 Bedroom Detached Duplex With Bq,House,Orchid Hotel Road Chevron Drive Lekki Lagos,"₦280,000,000",4,4,5,09 Sep 2025,18 Feb 2026
"For sale: Newly Renovated, Well Maintained 3 Bedroom Apartment With Bq",Flat & Apartment,Ikoyi Lagos,"₦680,000,000",3,3,4,15 Oct 2025,18 Feb 2026
For sale: Prelaunch Offer Don’t Miss Investing At Eagle City,Land,"Okeogun, Lekki Epe Expressway, Ibeju Lekki. Ibeju Lekki Lagos","₦30,000,000",,,,27 Mar 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace Duplex With Swimming Pool,House,Old Ikoyi Lagos,"₦1,400,000,000",4,4,5,23 Jul 2025,18 Feb 2026
For sale: Newly Built 6 Bedroom Detached House+2bq,House,Old Ikoyi Lagos,"₦2,000,000,000",6,6,7,09 Sep 2025,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex,House,Lekki Lagos,"₦240,000,000",5,5,6,09 Dec 2025,18 Feb 2026
For sale: Quintessential 4bedroom Terrace And Bq,House,Lekki Phase 1 Lagos,"₦420,000,000",4,,,16 Feb 2026,18 Feb 2026
For sale: Newly Built 4no 3bedroom Terrace Duplex,House,Okun Ajah Off Lekki Epe Express Way Ajah Lagos,"₦200,000,000",,,,28 Jan 2026,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace Duplex With Swimming Pool,House,Old Ikoyi Lagos,"₦1,400,000,000",4,4,5,23 Jul 2025,18 Feb 2026
For sale: Distress Sale 4bedroom Duplex In Ajah,House,Thomas Estate Ajah Lagos,"₦130,000,000",4,4,5,25 Jan 2026,18 Feb 2026
For sale: Luxury 2 Bedroom Apartment In Igbo Efon Lekki,Flat & Apartment,Igbo Efon Lekki Lagos,"₦95,000,000",2,2,3,21 Dec 2025,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex In Lekki Phase One,House,Lekki Phase One Lekki Phase 1 Lagos,"₦780,000,000",5,5,6,26 Dec 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Ajah Lagos,House,Ajah Lagos,"₦120,000,000",4,4,5,26 Dec 2025,18 Feb 2026
For sale: Land Measuring 673sqm Nike Arts Gallery Ikate Lekki Right,Land,Nike Arts Gallery Ikate Lekki Right Lekki Phase 1 Lagos,"₦750,000,000",,,,29 Dec 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Terrace Duplex With Excellent Finishing,House,Jahi Abuja Phase 2,"₦550,000,000",5,5,6,15 Jan 2026,18 Feb 2026
For sale: 5 Bedrooms Fully Detached Duplex In Ajah,House,Secured Estate In Ajah Ajah Lagos,"₦280,000,000",5,5,6,11 Oct 2025,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex With Pool And Gym,House,Orchid Road Lekki Lekki Phase 2 Lagos,"₦500,000,000",5,5,6,11 Oct 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex With Pool In Chevron Lekki,House,Chevron Lekki Chevron Drive Lekki Lagos,"₦460,000,000",5,5,6,11 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Fully Detached Duplex In Orchid Road Lekki,House,Orchid Road Lekki Lekki Phase 2 Lagos,"₦280,000,000",4,4,5,16 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Ikate Lekki,House,Ikate Lekki Phase One Lekki Phase 1 Lagos,"₦260,000,000",4,4,5,16 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Semi Detached Duplex In Ologolo Lekki,House,Ologolo Lekki Lagos,"₦200,000,000",4,4,5,25 Oct 2025,18 Feb 2026
For sale: 2 Bedroom Penthouse In Ikate Lekki,Flat & Apartment,Ikate Lekki Phase One Lekki Phase 1 Lagos,"₦200,000,000",2,2,3,25 Oct 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Semi Detached Duplex In Ikate Lekki Phase One,House,Ikate Lekki Lagos Lekki Phase 1 Lagos,"₦350,000,000",5,5,6,21 Dec 2025,18 Feb 2026
For sale: Service 3 Bedroom Apartment In Ikate Lekki,Flat & Apartment,Ikate Lekki Lagos Lekki Phase 1 Lagos,"₦155,000,000",3,3,4,21 Dec 2025,18 Feb 2026
For sale: Modern 2&3 Bedroom Apartment With Bq,Flat & Apartment,Ikate Lekki Lagos,"₦250,000,000",2,2,3,03 Oct 2025,18 Feb 2026
For sale: Exquisite 4 Beddroom Semi Detached Duplex With Bq,House,Ikota Lekki Lagos,"₦170,000,000",4,4,5,13 Oct 2025,18 Feb 2026
For sale: Newly Built 6 Bedroom Detached House+2bq,House,Old Ikoyi Lagos,"₦2,000,000,000",6,6,7,09 Sep 2025,18 Feb 2026
For sale: Modern 5 Bedroom Fully Detached Duplex With Bq For Sale,House,Ajah Lagos,"₦290,000,000",5,5,6,03 Jun 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex With Bq And Pool,House,Orchid Lekki Lagos,"₦350,000,000",5,5,6,13 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Fully Detached Duplex For Sale,House,Ajah Lagos,"₦230,000,000",4,4,5,03 Jun 2025,18 Feb 2026
For sale: Luxury 3 Bedroom Apartment In Lekki Phase One,Flat & Apartment,Lekki Phase One Lekki Phase 1 Lagos,"₦250,000,000",3,3,4,19 Dec 2025,18 Feb 2026
For sale: Luxurious 3 Bedroom Apartment With Bq,Flat & Apartment,Lekki Phase 1 Lagos,"₦500,000,000",3,3,4,30 Sep 2025,18 Feb 2026
For sale: 5 Bedroom Fully Detached Duplex In Lekki Phase One,House,Lekki Phase One Lekki Phase 1 Lagos,"₦780,000,000",5,5,6,26 Dec 2025,18 Feb 2026
For sale: Luxury 2 Bedroom Apartment In Igbo Efon Lekki,Flat & Apartment,Igbo Efon Lekki Lagos,"₦95,000,000",2,2,3,21 Dec 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Ajah Lagos,House,Ajah Lagos,"₦120,000,000",4,4,5,26 Dec 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Semi Detached Duplex With Bq,House,Ikota Lekki Lagos,"₦150,000,000",4,4,5,13 Jun 2025,18 Feb 2026
For shortlet: 2 Bedroom Shortlet In Lekki Phase 1,Flat & Apartment,Lekki Phase 1 Lagos,"₦120,000",2,2,1,08 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace With Bq And Cinema,House,Lekki Phase 2 Lagos,"₦240,000,000",4,4,5,20 Jun 2025,18 Feb 2026
For sale: Luxury 3 Bedroom Terrace Duplex For Sale,House,Lekki Lagos,"₦120,000,000",3,3,4,03 Jun 2025,18 Feb 2026
For sale: Beautifully Finished 2/3 Bedroom Appartement With Pool And Elevator,Flat & Apartment,Lekki Phase 1 Lagos,"₦280,000,000",2,2,3,09 Jul 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex In Ikota Lekki County,House,Lekki County Ikota Ikota Lekki Lagos,"₦580,000,000",5,5,6,26 Dec 2025,18 Feb 2026
For sale: Modern 4 Bedroom Duplex Terrace For Sale,House,Ajah Lagos,"₦330,000,000",4,4,5,03 Jun 2025,18 Feb 2026
For sale: 4 Bedroom Fully Detached Duplex In Ajah Lagos,House,Ajah Lagos State Ajah Lagos,"₦140,000,000",4,4,5,21 Dec 2025,18 Feb 2026
For sale: Luxurious 4 Bedroom Terrace Duplex With Bq,House,Ikate Lekki Lagos,"₦325,000,000",4,4,5,23 Oct 2025,18 Feb 2026
For sale: Luxurious 4 Bedroom Terrace With Bq,House,Orchid Lekki Lagos,"₦220,000,000",4,4,5,13 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Harris Drive Vgc,House,Harris Drive Vgc Ikota Lekki Lagos,"₦130,000,000",4,4,5,16 Dec 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Fully Detached Duplex In Orchid Road Lekki,House,Orchid Road Lekki Lekki Phase 2 Lagos,"₦280,000,000",4,4,5,16 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Ikate Lekki,House,Ikate Lekki Phase One Lekki Phase 1 Lagos,"₦260,000,000",4,4,5,16 Oct 2025,18 Feb 2026
For sale: *free Fencing For The First 60buyers The Aviara Residence – Aiyetoro*,Land,Aiyetoro Ibejulekki Ibeju Lekki Lagos,"₦35,000,000",,,,16 Feb 2026,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex With Bq And Pool,House,Orchid Lekki Lagos,"₦350,000,000",5,5,6,13 Oct 2025,18 Feb 2026
For sale: Modern 2&3 Bedroom Apartment With Bq,Flat & Apartment,Ikate Lekki Lagos,"₦250,000,000",2,2,3,03 Oct 2025,18 Feb 2026
For sale: Luxury 3 Bedroom Terrace Duplex For Sale,House,Lekki Lagos,"₦120,000,000",3,3,4,03 Jun 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex In Ikota Lekki County,House,Lekki County Ikota Ikota Lekki Lagos,"₦580,000,000",5,5,6,26 Dec 2025,18 Feb 2026
For sale: Modern 4 Bedroom Duplex Terrace For Sale,House,Ajah Lagos,"₦330,000,000",4,4,5,03 Jun 2025,18 Feb 2026
For sale: 4 Bedroom Fully Detached Duplex In Ajah Lagos,House,Ajah Lagos State Ajah Lagos,"₦140,000,000",4,4,5,21 Dec 2025,18 Feb 2026
For sale: Luxurious 4 Bedroom Terrace Duplex With Bq,House,Ikate Lekki Lagos,"₦325,000,000",4,4,5,23 Oct 2025,18 Feb 2026
For sale: Luxurious 4 Bedroom Terrace With Bq,House,Orchid Lekki Lagos,"₦220,000,000",4,4,5,13 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Harris Drive Vgc,House,Harris Drive Vgc Ikota Lekki Lagos,"₦130,000,000",4,4,5,16 Dec 2025,18 Feb 2026
For sale: Furnished 3 Bedroom Maisonette With Bar,Flat & Apartment,Lekki Phase 1 Lagos,"₦425,000,000",3,3,4,15 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Fully Detached Duplex In Orchid Road Lekki,House,Orchid Road Lekki Lekki Phase 2 Lagos,"₦280,000,000",4,4,5,16 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Ikate Lekki,House,Ikate Lekki Phase One Lekki Phase 1 Lagos,"₦260,000,000",4,4,5,16 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace Duplex,House,Ikota Lekki Lagos,"₦115,000,000",4,4,5,10 Jun 2025,18 Feb 2026
For sale: Luxury Semi Detached 4 Bedroom Duplex,House,Ologolo Lekki Lagos,"₦205,000,000",4,4,5,20 Jun 2025,18 Feb 2026
"For sale: Luxury 6 Bedroom Fully Detached Duplex With Cinema, Pool And Gym In Chevron Lekki",House,Chevron Lekki Chevron Drive Lekki Lagos,"₦750,000,000",6,6,7,24 Oct 2025,18 Feb 2026
For sale: Luxurious 4 Bedroom Fully Detached Duplex,House,Eleganza Lekki Lagos,"₦400,000,000",4,4,5,23 Oct 2025,18 Feb 2026
For sale: Ultra Luxurious 6 Bedroom Fully Detached Duplex With 2 Bqs,House,Lekki Phase 1 Lagos,"₦1,300,000,000",6,6,7,30 Sep 2025,18 Feb 2026
For sale: Modern 5 Bedroom Fully Detached Duplex For Sale,House,Ajah Lagos,"₦250,000,000",5,5,6,03 Jun 2025,18 Feb 2026
For sale: Modern 5 Bedroom Fully Detached For Sale,House,Ajah Lagos,"₦320,000,000",5,5,6,03 Jun 2025,18 Feb 2026
For sale: Modern 4 Bedroom Terrace Duplex,House,Ikate Lekki Lagos,"₦220,000,000",4,4,5,20 Jun 2025,18 Feb 2026
For sale: Luxurious 5 Bedroom Fully Detached Duplex,House,Chevron Lekki Lagos,"₦350,000,000",5,5,6,25 Jun 2025,18 Feb 2026
For sale: 4 Bedroom Terrace With A Study And 1 Maids Rooms,House,"Opebi, Ikeja Opebi Ikeja Lagos","₦300,000,000",4,4,4,18 Dec 2025,14 Feb 2026
For sale: Luxurious 2 Bedroom Apartment,Flat & Apartment,Ilasan Lekki Lagos,"₦190,000,000",2,2,3,06 Oct 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex With Bq,House,Orchid Lekki Lagos,"₦350,000,000",5,5,6,06 Oct 2025,18 Feb 2026
For sale: Beutifully Finished 3 Bedroom Apartment,Flat & Apartment,Ikate Lekki Lagos,"₦310,000,000",3,3,4,30 Sep 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Terrace Duplex,House,Ikate Elegushi Lekki Lagos,"₦330,000,000",4,4,5,31 Jul 2025,18 Feb 2026
For sale: 4 Bedroom Fully Detached Duplex In Awoyaya,House,Awoyaya Eputu Ibeju Lekki Lagos,"₦75,000,000",4,4,5,11 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Chevron Lekki,House,Chevron Lekki Chevron Drive Lekki Lagos,"₦200,000,000",4,4,5,11 Oct 2025,18 Feb 2026
For sale: Distress Sale 4 Bedroom Semi Detached Duplex In Chevron Lekki,House,Chevron Lekki Chevron Drive Lekki Lagos,"₦160,000,000",4,4,5,11 Oct 2025,18 Feb 2026
For sale: Luxury 6 Bedroom Duplex In Ikoyi Lagos,House,Ikoyi Lagos,"₦2,400,000,000",6,6,7,13 Dec 2025,18 Feb 2026
For sale: 3 Bedroom Apartment With Bq In Main Lekki Phase One,Flat & Apartment,Central Lekki Phase 1 Lekki Phase 1 Lagos,"₦400,000,000",3,3,4,16 Dec 2025,18 Feb 2026
For sale: 5bedroom Luxury Detached Duplex With Governor Consent,House,Lekki Phase 1 Lekki Lagos,"₦1,300,000,000",,,,27 Jan 2026,18 Feb 2026
For sale: 3 Bedroom Terrace Duplex In Ajah,House,Ajah Lagos,"₦75,000,000",3,3,4,19 Dec 2025,18 Feb 2026
For sale: 4 Bedroom Terrace Duplex In Ajah,House,Ajah Lagos,"₦120,000,000",4,4,5,21 Dec 2025,18 Feb 2026
For sale: Fully Serviced 4 Bedroom Terrace Duplex For Sale In Ajah,House,Ajah Lagos,"₦180,000,000",4,4,5,24 Oct 2025,18 Feb 2026
For sale: 4 Bedroom Semi Detached Duplex In Ajah,House,Ajah Lagos,"₦85,000,000",4,4,5,24 Oct 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Semi Detached Duplex,House,Orchid Lekki Lagos,"₦190,000,000",4,4,5,09 Jul 2025,18 Feb 2026
For sale: Beautifullly Finished 2 Bedroom Apartment,Flat & Apartment,Ikate Lekki Lagos,"₦200,000,000",2,2,3,30 Sep 2025,18 Feb 2026
For sale: Luxury 5 Bedroom Fully Detached Duplex For Sale,House,Ajah Lagos,"₦230,000,000",5,5,6,03 Jun 2025,18 Feb 2026
For sale: Luxury 4 Bedroom Semi Detached Duplex With Bq,House,Eleganza Lekki Lagos,"₦250,000,000",4,4,6,20 Jun 2025,18 Feb 2026
"For sale: Luxury 6 Bedroom Fully Detached Duplex With Cinema, Pool And Gym In Chevron Lekki",House,Chevron Lekki Chevron Drive Lekki Lagos,"₦750,000,000",6,6,7,24 Oct 2025,18 Feb 2026
For sale: Ultra Luxurious 6 Bedroom Fully Detached Duplex With 2 Bqs,House,Lekki Phase 1 Lagos,"₦1,300,000,000",6,6,7,30 Sep 2025,18 Feb 2026
For sale: Modern 5 Bedroom Fully Detached Duplex For Sale,House,Ajah Lagos,"₦250,000,000",5,5,6,03 Jun 2025,18 Feb 2026
